41 practice 1 - 0 होटल - 1406
41 practice 1 - 1 के - 938
41 practice 1 - 2 अंदर - 812
41 practice 1 - 3 आने-जाने - 782
41 practice 1 - 4 के - 703
41 practice 1 - 5 लिए - 687
41 practice 1 - 6 पास - 656
41 practice 1 - 7 का - 579
41 practice 1 - 8 इंतिज़ाम - 593
41 practice 1 - 9 किया - 688
41 practice 1 - 10 गया - 532
41 practice 1 - 11 है। - 922
41 practice 2 - 0 बहरहाल, - 796
41 practice 2 - 1 पंचगनी - 719
41 practice 2 - 2 के - 609
41 practice 2 - 3 बाद - 610
41 practice 2 - 4 अब - 531
41 practice 2 - 5 सभी - 531
41 practice 2 - 6 की - 578
41 practice 2 - 7 नज़रें - 453
41 practice 2 - 8 बंगलोर - 578
41 practice 2 - 9 पर - 454
41 practice 2 - 10 होंगी। - 546
41 practice 2 - ? Y 1 9656
41 practice 3 - 0 वहां - 547
41 practice 3 - 1 किरण - 531
41 practice 3 - 2 राव - 531
41 practice 3 - 3 का - 516
41 practice 3 - 4 मायका - 531
41 practice 3 - 5 है। - 531
41 practice 4 - 0 आमिर-किरण - 704
41 practice 4 - 1 बंगलोर - 593
41 practice 4 - 2 जा - 594
41 practice 4 - 3 रहे - 563
41 practice 4 - 4 हैं, - 515
41 practice 4 - 5 जहां - 547
41 practice 4 - 6 किरण - 531
41 practice 4 - 7 के - 594
41 practice 4 - 8 माँ-बाप - 578
41 practice 4 - 9 ने - 594
41 practice 4 - 10 उनके - 484
41 practice 4 - 11 लिए - 516
41 practice 4 - 12 पार्टी - 468
41 practice 4 - 13 रखी - 547
41 practice 4 - 14 है। - 547
41 filler 23 a 0 यह_घर - 719
41 filler 23 a 1 सुरेश_को - 625
41 filler 23 a 2 बहुत_पसन्द_है, - 578
41 filler 23 a 3 मगर - 453
41 filler 23 a 4 इसे - 422
41 filler 23 a 5 खरीदने_के_लिए - 437
41 filler 23 a 6 उसके_पास - 469
41 filler 23 a 7 पैसे - 406
41 filler 23 a 8 नही_हैं। - 390
41 RC1 9 a 0 वह_किसान, NP1 438
41 RC1 9 a 1 जिसने RCPn 406
41 RC1 9 a 2 फसल RCObj 391
41 RC1 9 a 3 कल_सुबाह PreRCVerb 468
41 RC1 9 a 4 मैदान_में PreRCVerb 453
41 RC1 9 a 5 काटी_थी, RCVerb 703
41 RC1 9 a 6 बहुत_मेहनती PreMainVerb 641
41 RC1 9 a 7 है। MainVerb 578
41 RC1 9 a ? N 1 3703
41 CP1 16 d 0 इलेक्शन_के_दौरान PreMVObj 453
41 CP1 16 d 1 यह_नेता PreMVObj 422
41 CP1 16 d 2 गरीबों_को PreMVObj 468
41 CP1 16 d 3 डबलरोटी MVObj 485
41 CP1 16 d 4 हर_साल PreMV 610
41 CP1 16 d 5 देता_था, MainVerb 531
41 CP1 16 d 6 इस_साल PreCoordMV 516
41 CP1 16 d 7 किसी_जेल_में PreCoordMV 625
41 CP1 16 d 8 सड़_रहा_है। CoordMainVerb 562
41 filler 43 a 0 अभय_ने - 468
41 filler 43 a 1 यहाँ - 407
41 filler 43 a 2 काम_कर_रहे - 500
41 filler 43 a 3 कर्मचारियों, - 484
41 filler 43 a 4 जिनको - 484
41 filler 43 a 5 इस_महीने_की - 688
41 filler 43 a 6 तनख्वाह - 750
41 filler 43 a 7 नहीं_मिली_है, - 515
41 filler 43 a 8 से - 453
41 filler 43 a 9 बात - 422
41 filler 43 a 10 करके - 391
41 filler 43 a 11 उनके - 454
41 filler 43 a 12 साथ - 421
41 filler 43 a 13 जुलूस_में - 579
41 filler 43 a 14 भाग_लिया। - 734
41 RC2 14 b 0 जो RCPn 406
41 RC2 14 b 1 छत_पर PreRCVerb1 375
41 RC2 14 b 2 कल_सुबाह PreRCVerb1 360
41 RC2 14 b 3 कबूतर PreRCVerb 453
41 RC2 14 b 4 उड़ा_रहे_थे, RCVerb 437
41 RC2 14 b 5 वह_बुजुर्ग NP1 453
41 RC2 14 b 6 फौज_में PreMainVerb 437
41 RC2 14 b 7 कप्तान PreMainVerb 563
41 RC2 14 b 8 थे। MainVerb 1828
41 CP1 9 a 0 इस_साल PreNounPred 375
41 CP1 9 a 1 मौसम_विज्ञान_विभाग_ने PreNounPred 422
41 CP1 9 a 2 2_क्षेत्रों_में PreNounPred 750
41 CP1 9 a 3 भूकंप_का PreNounPred 688
41 CP1 9 a 4 अनुमान CPNounPred 500
41 CP1 9 a 5 बड़ी_कुशलता_से PreLV1 718
41 CP1 9 a 6 काफी_जल्दी PreLV 563
41 CP1 9 a 7 लगाया_था, CPLightVerb 469
41 CP1 9 a 8 इससे PreCoordMV 453
41 CP1 9 a 9 कई_जाने PreCoordMV 500
41 CP1 9 a 10 बचीं। CoordMainVerb 453
41 CP1 9 a ? Y 0 4719
41 filler 12 a 0 डाला - 484
41 filler 12 a 1 उसने - 500
41 filler 12 a 2 चाबी_को - 625
41 filler 12 a 3 दरवाजे_में - 485
41 filler 12 a 4 और - 390
41 filler 12 a 5 ऐनक_को - 516
41 filler 12 a 6 जेब_में, - 656
41 filler 12 a 7 लगता_है - 469
41 filler 12 a 8 कि - 734
41 filler 12 a 9 वह - 547
41 filler 12 a 10 कहीं_बाहर - 516
41 filler 12 a 11 जा_रहा_है। - 547
41 filler 12 a ? N 1 5172
41 RC2 20 d 0 वह_नेता NP1 406
41 RC2 20 d 1 इस_बार PreMainVerb1 360
41 RC2 20 d 2 कानपुर_से PreMainVerb1 453
41 RC2 20 d 3 हमारा PreMainVerb 375
41 RC2 20 d 4 उम्मीदवार PreMainVerb 391
41 RC2 20 d 5 है, MainVerb 391
41 RC2 20 d 6 जिसने RCPn 390
41 RC2 20 d 7 अस्पताल_की PreRCVerb 469
41 RC2 20 d 8 स्थापना_की_थी। RCVerb 500
41 RC1 21 a 0 वह_लड़की, NP1 375
41 RC1 21 a 1 जिसने RCPn 375
41 RC1 21 a 2 सारी_फाइलें RCObj 422
41 RC1 21 a 3 पिछले_हफते PreRCVerb 469
41 RC1 21 a 4 शाम_के_समय PreRCVerb 547
41 RC1 21 a 5 उठायीं_थीं, RCVerb 500
41 RC1 21 a 6 बहुत_अच्छा_गाना PreMainVerb 750
41 RC1 21 a 7 गाती_है। MainVerb 1016
41 RC2 8 d 0 वह_शिक्षक NP1 421
41 RC2 8 d 1 हर_15_अगस्त PreMainVerb1 391
41 RC2 8 d 2 गाने PreMainVerb 469
41 RC2 8 d 3 लिखता_है, MainVerb 484
41 RC2 8 d 4 जिसने RCPn 438
41 RC2 8 d 5 रकेश_की PreRCVerb 422
41 RC2 8 d 6 मदद_की_थी। RCVerb 953
41 RC2 8 d ? Y 0 4578
41 RC1 12 d 0 वह_बन्दूक, NP1 563
41 RC1 12 d 1 जिसको RCPn 437
41 RC1 12 d 2 इस_साल PreRCVerb 422
41 RC1 12 d 3 एक-दो_बार PreRCVerb 422
41 RC1 12 d 4 म्यूजियम_में PreRCVerb 516
41 RC1 12 d 5 दिखाया_था RCVerb 453
41 RC1 12 d 6 उस_दुकानदार_ने, RCSubj 594
41 RC1 12 d 7 अंग्रेज़ो_के_ज़माने_की PreMainVerb 750
41 RC1 12 d 8 है। MainVerb 578
41 RC1 12 d ? N 0 2860
41 filler 37 a 0 वह_अदमी - 406
41 filler 37 a 1 मोहन_के_साथ - 437
41 filler 37 a 2 रोज_सुबह - 563
41 filler 37 a 3 दौड़ने - 453
41 filler 37 a 4 जाता_है, - 469
41 filler 37 a 5 मैने - 453
41 filler 37 a 6 उसको - 484
41 filler 37 a 7 कई_बार - 422
41 filler 37 a 8 इस_दुकान_पर - 469
41 filler 37 a 9 देखा_है। - 1110
41 RC2 2 b 0 जो RCPn 406
41 RC2 2 b 1 सोमवार_के_दिन PreRCVerb1 438
41 RC2 2 b 2 दोपहर_तीन_बजे PreRCVerb1 515
41 RC2 2 b 3 वहाँ PreRCVerb 485
41 RC2 2 b 4 सब्ज़ी PreRCVerb 468
41 RC2 2 b 5 बेचता_है, RCVerb 422
41 RC2 2 b 6 वह_ठेलेवाला NP1 485
41 RC2 2 b 7 हमारे PreMainVerb 421
41 RC2 2 b 8 घर PreMainVerb 469
41 RC2 2 b 9 रोज़ PreMainVerb 500
41 RC2 2 b 10 आता_है। MainVerb 610
41 RC2 2 b ? N 1 2968
41 CP1 10 b 0 मोहन_की PreNounPred 485
41 CP1 10 b 1 शादी_के_दिन PreNounPred 438
41 CP1 10 b 2 रमेश_ने PreNounPred 422
41 CP1 10 b 3 मोहन_की PreNounPred 422
41 CP1 10 b 4 खिल्ली CPNounPred 484
41 CP1 10 b 5 मौका_मिलते_ही PreLV 953
41 CP1 10 b 6 उड़ाई, CPLightVerb 641
41 CP1 10 b 7 रमेश PreCoordMV 422
41 CP1 10 b 8 और PreCoordMV 390
41 CP1 10 b 9 मोहन PreCoordMV 406
41 CP1 10 b 10 जिगरी_दोस्त PreCoordMV 500
41 CP1 10 b 11 हैं। CoordMainVerb 688
41 filler 19 a 0 सरपंच_ने - 671
41 filler 19 a 1 गांव_वालों_को - 485
41 filler 19 a 2 अपने_अपने_घरों_में - 1062
41 filler 19 a 3 भेजा, - 453
41 filler 19 a 4 उनके - 422
41 filler 19 a 5 बीच - 437
41 filler 19 a 6 बात-चीत - 391
41 filler 19 a 7 करीब_तीन_घंटे - 1063
41 filler 19 a 8 चली। - 625
41 CP1 13 a 0 सपा_के PreNounPred 390
41 CP1 13 a 1 सांसदों_ने PreNounPred 391
41 CP1 13 a 2 कोर्ट_के PreNounPred 422
41 CP1 13 a 3 आदेश_की PreNounPred 516
41 CP1 13 a 4 धज्जियाँ CPNounPred 531
41 CP1 13 a 5 पत्रकारों_के_सामने PreLV1 781
41 CP1 13 a 6 कल PreLV 516
41 CP1 13 a 7 खुलेआम PreLV 469
41 CP1 13 a 8 उड़ाई, CPLightVerb 422
41 CP1 13 a 9 सांसदों_को PreCoordMV 484
41 CP1 13 a 10 कोर्ट_का PreCoordMV 578
41 CP1 13 a 11 आदेश PreCoordMV 500
41 CP1 13 a 12 पसंद_नही_आया। CoordMainVerb 688
41 filler 14 a 0 आज - 469
41 filler 14 a 1 स्ट्राइक_के_कारण - 437
41 filler 14 a 2 कोई_बस - 453
41 filler 14 a 3 नहीं_आएगी, - 547
41 filler 14 a 4 पता_नहीं - 625
41 filler 14 a 5 कोई_टैक्सी - 515
41 filler 14 a 6 मिलेगी_की_नहीं। - 500
41 CP1 5 a 0 सरकार PreNounPred 391
41 CP1 5 a 1 इस_भूकंप_में PreNounPred 390
41 CP1 5 a 2 अनाथ_हो_गए PreNounPred 641
41 CP1 5 a 3 बच्चों_का PreNounPred 765
41 CP1 5 a 4 ध्यान CPNounPred 500
41 CP1 5 a 5 उनके PreLV1 485
41 CP1 5 a 6 बालिग_हो_जाने_तक PreLV1 922
41 CP1 5 a 7 बिना_किसी_शुल्क_के PreLV 765
41 CP1 5 a 8 रखेगी, CPLightVerb 563
41 CP1 5 a 9 देखना_बाकी_है PreCoordMV 531
41 CP1 5 a 10 की PreCoordMV 594
41 CP1 5 a 11 यह PreCoordMV 453
41 CP1 5 a 12 कितना PreCoordMV 375
41 CP1 5 a 13 सच_है PreCoordMV 469
41 CP1 5 a 14 और PreCoordMV 422
41 CP1 5 a 15 कितना_झूठ। CoordMainVerb 921
41 CP1 5 a ? Y 1 4578
41 filler 29 a 0 अभीषेक - 422
41 filler 29 a 1 हर_रोज़ - 532
41 filler 29 a 2 12_कि.मी - 484
41 filler 29 a 3 दौड़ता_है, - 422
41 filler 29 a 4 पिछले_5_साल_से - 437
41 filler 29 a 5 कोई_भी - 516
41 filler 29 a 6 उसे - 422
41 filler 29 a 7 इस_शहर_के - 391
41 filler 29 a 8 वार्षिक_मेराथन_में - 609
41 filler 29 a 9 पछाड़_नहीं_पाया_है। - 563
41 RC2 9 a 0 जो RCPn 422
41 RC2 9 a 1 फुटबाल PreRCVerb 359
41 RC2 9 a 2 खेल_रहा_है, RCVerb 406
41 RC2 9 a 3 वह_बच्चा NP1 375
41 RC2 9 a 4 राष्ट्रीय_क्रिकेट_अकादमी PreMainVerb 750
41 RC2 9 a 5 जाता_रहता_है। MainVerb 797
41 RC2 9 a ? Y 0 2438
41 RC1 20 d 0 हमारी_बिल्डिंग, NP1 875
41 RC1 20 d 1 जिसको RCPn 422
41 RC1 20 d 2 बहुत_धीरे-धीरे PreRCVerb 485
41 RC1 20 d 3 बनाया_था RCVerb 453
41 RC1 20 d 4 उस_इंजीनियर_ने, RCSubj 531
41 RC1 20 d 5 बहुत_सुनसान_इलाके_में PreMainVerb 1500
41 RC1 20 d 6 है। MainVerb 609
41 RC2 22 b 0 जो RCPn 407
41 RC2 22 b 1 तुम्हारी_गली_में PreRCVerb1 375
41 RC2 22 b 2 रोजाना PreRCVerb1 390
41 RC2 22 b 3 हरी_मारूती PreRCVerb 438
41 RC2 22 b 4 चलाता_है, RCVerb 594
41 RC2 22 b 5 वह_ड्राइवर NP1 438
41 RC2 22 b 6 हिन्दी PreMainVerb 484
41 RC2 22 b 7 सीख_रहा_है। MainVerb 484
41 RC1 24 d 0 वह_किताबें, NP1 390
41 RC1 24 d 1 जिनको RCPn 516
41 RC1 24 d 2 पिछले_साल PreRCVerb 515
41 RC1 24 d 3 गर्मियों_में PreRCVerb 516
41 RC1 24 d 4 बेचा_था RCVerb 500
41 RC1 24 d 5 उस_अध्यापक_ने, RCSubj 719
41 RC1 24 d 6 पुरानी PreMainVerb 469
41 RC1 24 d 7 हो_रहीं_थीं। MainVerb 1687
41 RC2 5 a 0 जो RCPn 375
41 RC2 5 a 1 इन्फोसिस_में PreRCVerb 422
41 RC2 5 a 2 काम_कर_रही_थी, RCVerb 609
41 RC2 5 a 3 वह_लड़की NP1 531
41 RC2 5 a 4 अब PreMainVerb 406
41 RC2 5 a 5 समाजसेवा_करती_है। MainVerb 719
41 RC2 5 a ? N 0 3281
41 filler 42 a 0 डाक्टर_ने - 547
41 filler 42 a 1 कहा - 422
41 filler 42 a 2 कि - 390
41 filler 42 a 3 सभी_2-3_साल_के - 688
41 filler 42 a 4 बच्चों, - 1141
41 filler 42 a 5 जिन्होंने - 515
41 filler 42 a 6 पहले - 500
41 filler 42 a 7 इस_रोग_की - 594
41 filler 42 a 8 दवा - 437
41 filler 42 a 9 नहीं_ली_है, - 407
41 filler 42 a 10 को - 390
41 filler 42 a 11 टीका - 391
41 filler 42 a 12 लगवाना - 422
41 filler 42 a 13 अनिवार्य_है। - 406
41 RC1 23 c 0 वह_बड़ी_अटैची, NP1 890
41 RC1 23 c 1 जिसको RCPn 406
41 RC1 23 c 2 उस_कुली_ने RCSubj 500
41 RC1 23 c 3 एक_झटके_में PreRCVerb 500
41 RC1 23 c 4 उठा_लिया_था, RCVerb 454
41 RC1 23 c 5 ट्रेन_में PreMainVerb 390
41 RC1 23 c 6 गुम_हो_गयी। MainVerb 734
41 PP1 11 c 0 अज़ादी_के_दौरान PreGenDep 500
41 PP1 11 c 1 रमेश_के PreGenDep 500
41 PP1 11 c 2 दादाजी, GenDep 812
41 PP1 11 c 3 जो PreHeadNP 422
41 PP1 11 c 4 अब PreHeadNP 437
41 PP1 11 c 5 नहीं_रहे, PreHeadNP 407
41 PP1 11 c 6 की PreHeadNP 390
41 PP1 11 c 7 दुकान HeadNP 391
41 PP1 11 c 8 क्रान्तिकारी-अखबार PreMainVerb 937
41 PP1 11 c 9 छापती_थी। MainVerb 860
41 filler 2 a 0 राम_को - 406
41 filler 2 a 1 सीता_से - 391
41 filler 2 a 2 और - 437
41 filler 2 a 3 हरि_को - 422
41 filler 2 a 4 कमला_से - 844
41 filler 2 a 5 प्यार_है, - 469
41 filler 2 a 6 मगर - 422
41 filler 2 a 7 कोई - 390
41 filler 2 a 8 किसी_को - 438
41 filler 2 a 9 कुछ - 468
41 filler 2 a 10 केहता_ही_नही। - 938
41 RC1 15 c 0 वह_मोटरसाइकिल, NP1 485
41 RC1 15 c 1 जिसको RCPn 437
41 RC1 15 c 2 उस_लड़के_ने RCSubj 485
41 RC1 15 c 3 पिछले_हफते PreRCVerb 609
41 RC1 15 c 4 खरीदा_था, RCVerb 469
41 RC1 15 c 5 बजाज_की PreMainVerb 797
41 RC1 15 c 6 नई_पेशकश PreMainVerb 781
41 RC1 15 c 7 है। MainVerb 406
41 filler 38 a 0 वह_औरत - 547
41 filler 38 a 1 नौकरी_के_लिए - 438
41 filler 38 a 2 आज_सोनिया_का - 735
41 filler 38 a 3 इंटरव्यू_लेगी, - 515
41 filler 38 a 4 वह - 1172
41 filler 38 a 5 अपनी - 469
41 filler 38 a 6 कंपनी_में - 500
41 filler 38 a 7 काफी_ऊंचे_दर्जे_पर - 906
41 filler 38 a 8 है। - 547
41 RC2 12 d 0 वह_पत्रकार NP1 422
41 RC2 12 d 1 करीब_12_साल_से PreMainVerb1 438
41 RC2 12 d 2 इस_इलाके_में PreMainVerb1 609
41 RC2 12 d 3 मजदूरों_की PreMainVerb 469
41 RC2 12 d 4 उन्नति_के_लिए PreMainVerb 515
41 RC2 12 d 5 काम_करता_है, MainVerb 500
41 RC2 12 d 6 जिसने RCPn 469
41 RC2 12 d 7 भूख_हड़ताल_की_थी। RCVerb 844
41 RC2 12 d ? Y 1 2984
41 filler 8 a 0 उसने - 375
41 filler 8 a 1 मुझे - 656
41 filler 8 a 2 पैसे - 360
41 filler 8 a 3 दिये_थे, - 421
41 filler 8 a 4 मैंने - 360
41 filler 8 a 5 वह_पैसे - 375
41 filler 8 a 6 अभी_तक - 344
41 filler 8 a 7 नहीं_लौटाए। - 453
41 filler 8 a ? Y 1 2672
41 RC1 3 c 0 वह_सब्जीयाँ, NP1 485
41 RC1 3 c 1 जिनको RCPn 422
41 RC1 3 c 2 उस_आदमी_ने RCSubj 437
41 RC1 3 c 3 धीरे-धीरे PreRCVerb 469
41 RC1 3 c 4 चुना_था, RCVerb 515
41 RC1 3 c 5 बहुत_महंगी PreMainVerb 547
41 RC1 3 c 6 हैं। MainVerb 438
41 RC1 3 c ? Y 1 1922
41 PP1 9 a 0 कई_बरसों_से PreGenDep 578
41 PP1 9 a 1 इस_कुर्ते_की PreGenDep 437
41 PP1 9 a 2 कढ़ाई, GenDep 703
41 PP1 9 a 3 जिसको PreHeadNP 422
41 PP1 9 a 4 बनाने_में PreHeadNP 453
41 PP1 9 a 5 कारीगरों_की PreHeadNP 454
41 PP1 9 a 6 आखें PreHeadNP 484
41 PP1 9 a 7 कमज़ोर_हो_जाती_हैं, PreHeadNP 469
41 PP1 9 a 8 का PreHeadNP 625
41 PP1 9 a 9 धागा HeadNP 531
41 PP1 9 a 10 बहुत_महंगा PreMainVerb 656
41 PP1 9 a 11 है। MainVerb 547
41 filler 6 a 0 उनके - 422
41 filler 6 a 1 दाएं_हाथ_में - 468
41 filler 6 a 2 तलवार - 438
41 filler 6 a 3 है - 453
41 filler 6 a 4 और - 391
41 filler 6 a 5 बांए_हाथ_में - 375
41 filler 6 a 6 खंजर, - 421
41 filler 6 a 7 और - 422
41 filler 6 a 8 फिर - 391
41 filler 6 a 9 बात_करते_हैं - 703
41 filler 6 a 10 अहिंसा_की। - 938
41 RC2 23 c 0 वह_व्यक्ति NP1 438
41 RC2 23 c 1 राकेश_को PreMainVerb 516
41 RC2 23 c 2 जानता_है, MainVerb 515
41 RC2 23 c 3 जिसने RCPn 485
41 RC2 23 c 4 हमसे PreRCVerb 531
41 RC2 23 c 5 रास्ता PreRCVerb 484
41 RC2 23 c 6 पूछा_था। RCVerb 516
41 PP1 4 d 0 पिछले_साल PreGenDep 469
41 PP1 4 d 1 आन्ध्र_प्रदेश_के PreGenDep 437
41 PP1 4 d 2 नकसली_नेता_की, GenDep 547
41 PP1 4 d 3 जो PreHeadNP 625
41 PP1 4 d 4 काफी_दबंग PreHeadNP 516
41 PP1 4 d 5 हैं, PreHeadNP 422
41 PP1 4 d 6 पत्नी HeadNP 453
41 PP1 4 d 7 इस_गांव_में PreMainVerb 797
41 PP1 4 d 8 देखी_गई_थी। MainVerb 844
41 PP1 4 d ? N 1 4531
41 filler 25 a 0 यह_कम्प्यूटर - 437
41 filler 25 a 1 कई_दिनों_से - 485
41 filler 25 a 2 मुझे - 406
41 filler 25 a 3 परेशान_कर_रहा_है, - 469
41 filler 25 a 4 जा_कर - 500
41 filler 25 a 5 इसकी - 390
41 filler 25 a 6 जाँच_करवानी_पड़ेगी। - 672
41 RC1 13 a 0 वह_प्रोफेसर, NP1 563
41 RC1 13 a 1 जिसने RCPn 437
41 RC1 13 a 2 पहेली RCObj 375
41 RC1 13 a 3 क्लास_में PreRCVerb 406
41 RC1 13 a 4 सुलझाई_थी, RCVerb 422
41 RC1 13 a 5 गणित PreMainVerb 953
41 RC1 13 a 6 बहुत_अच्छा PreMainVerb 485
41 RC1 13 a 7 पढ़ाते_हैं। MainVerb 484
41 CP1 6 b 0 माँ_ने PreNounPred 515
41 CP1 6 b 1 बच्चे_को PreNounPred 391
41 CP1 6 b 2 स्कूल PreNounPred 484
